itemcode,item,in blocks,metrics,price per unit,currency,fees,volume from,volume to
*,Cloud - Applications,,,,,,,
**,Cloud - Business Transformation Management,,,,,,,
8011524,"SAP Promotions and Agreements by Vistex for ERP, private cloud edition","5,54,35,000",Revenue,"1,829.00",USD,Month,101,200
8011524,"SAP Promotions and Agreements by Vistex for ERP, private cloud edition","5,54,35,000",Revenue,"1,478.00",USD,Month,201,Infinite
8012227,"SAP Emarsys Customer Engagement, omnichannel marketing option","1,00,000",Contact,518,USD,Month,1,9
8012227,"SAP Emarsys Customer Engagement, omnichannel marketing option","1,00,000",Contact,369,USD,Month,10,19
8012227,"SAP Emarsys Customer Engagement, omnichannel marketing option","1,00,000",Contact,268,USD,Month,20,49
8012227,"SAP Emarsys Customer Engagement, omnichannel marketing option","1,00,000",Contact,217,USD,Month,50,99
8012227,"SAP Emarsys Customer Engagement, omnichannel marketing option","1,00,000",Contact,185,USD,Month,100,199
8012227,"SAP Emarsys Customer Engagement, omnichannel marketing option","1,00,000",Contact,171,USD,Month,200,Infinite
8012579,SAP Service Cloud Version 2,1,User,108,USD,Month,1,100
8012579,SAP Service Cloud Version 2,1,User,102,USD,Month,101,250
8012579,SAP Service Cloud Version 2,1,User,96,USD,Month,251,1000
8012579,SAP Service Cloud Version 2,1,User,91,USD,Month,1001,2500
8012579,SAP Service Cloud Version 2,1,User,85,USD,Month,2501,Infinite
8012580,"SAP Sales Cloud and SAP Service Cloud Version 2, test tenant",1,Tenant,"2,256.00",USD,Month,1,Infinite
8013363,"SAP Emarsys Customer Engagement, account engagement option","10,000",Record,926,USD,Month,1,5
8013363,"SAP Emarsys Customer Engagement, account engagement option","10,000",Record,698,USD,Month,6,10
8013363,"SAP Emarsys Customer Engagement, account engagement option","10,000",Record,524,USD,Month,11,15
8013363,"SAP Emarsys Customer Engagement, account engagement option","10,000",Record,408,USD,Month,16,20
8013363,"SAP Emarsys Customer Engagement, account engagement option","10,000",Record,292,USD,Month,21,50
8013363,"SAP Emarsys Customer Engagement, account engagement option","10,000",Record,245,USD,Month,51,Infinite
8014283,"SAP Customer Data Platform, records, access","1,00,000",Record,"12,974.00",USD,Month,1,Infinite
8014284,"SAP Customer Data Platform, additional activations","10,00,000",Transaction,54,USD,Month,1,Infinite
8014285,"SAP Customer Data Platform, additional storage",12,Gigabyte,171,USD,Month,1,Infinite
8014294,"SAP Customer Data Platform, records","1,00,000",Record,"1,262.00",USD,Month,1,9
8014294,"SAP Customer Data Platform, records","1,00,000",Record,950,USD,Month,10,19
8014294,"SAP Customer Data Platform, records","1,00,000",Record,726,USD,Month,20,49
8014294,"SAP Customer Data Platform, records","1,00,000",Record,630,USD,Month,50,99
8014294,"SAP Customer Data Platform, records","1,00,000",Record,561,USD,Month,100,199
8014294,"SAP Customer Data Platform, records","1,00,000",Record,485,USD,Month,200,Infinite
8014321,SAP Sales Cloud Version 2,1,User,131,USD,Month,1,100
8014321,SAP Sales Cloud Version 2,1,User,124,USD,Month,101,250
8014321,SAP Sales Cloud Version 2,1,User,118,USD,Month,251,1000
8014321,SAP Sales Cloud Version 2,1,User,110,USD,Month,1001,2500
8014321,SAP Sales Cloud Version 2,1,User,103,USD,Month,2501,Infinite
8014331,"SAP Service Cloud Version 2, utilities add-on",1,User,49,USD,Month,1,100
8014331,"SAP Service Cloud Version 2, utilities add-on",1,User,47,USD,Month,101,250
8014331,"SAP Service Cloud Version 2, utilities add-on",1,User,45,USD,Month,251,1000
8014331,"SAP Service Cloud Version 2, utilities add-on",1,User,43,USD,Month,1001,2500
8014331,"SAP Service Cloud Version 2, utilities add-on",1,User,42,USD,Month,2501,Infinite
8014791,"SAP Customer Identity and Access Management for B2B, contacts, access","50,000",Contact,"18,084.00",USD,Month,1,Infinite
8014792,"SAP Customer Identity and Access Management for B2B, contacts","50,000",Contact,"5,252.00",USD,Month,1,8
8014792,"SAP Customer Identity and Access Management for B2B, contacts","50,000",Contact,"4,377.00",USD,Month,9,19
8014792,"SAP Customer Identity and Access Management for B2B, contacts","50,000",Contact,"3,297.00",USD,Month,20,39
8014792,"SAP Customer Identity and Access Management for B2B, contacts","50,000",Contact,"2,598.00",USD,Month,40,Infinite
8015120,"SAP Commerce Cloud, additional logging option",1,Flat Fee,"11,549.00",USD,Month,1,Infinite
8015435,"SAP Commerce Cloud, premier edition, GMV, access","1,33,04,400",Gross Merchandise Value,"5,54,350.00",USD,Year,1,Infinite
8015439,"SAP Commerce Cloud, product information management add-on",1,% of Net Recurring Fee,37.5,%,Year,1,Infinite
8015457,"SAP Commerce Cloud, order management add-on",1,% of Net Recurring Fee,37.5,%,Year,1,Infinite
8015463,"SAP Commerce Cloud, composable edition, orders, access","50,000",Order,"29,177.00",USD,Month,1,Infinite
8015467,"SAP Commerce Cloud, storefront composer",1,% of Net Recurring Fee,37.5,%,Year,1,Infinite
8015469,"SAP Sales Cloud Version 2, service capabilities add-on",1,User,21,USD,Month,1,100
8015469,"SAP Sales Cloud Version 2, service capabilities add-on",1,User,19,USD,Month,101,250
8015469,"SAP Sales Cloud Version 2, service capabilities add-on",1,User,18,USD,Month,251,1000
8015469,"SAP Sales Cloud Version 2, service capabilities add-on",1,User,17,USD,Month,1001,2500
8015469,"SAP Sales Cloud Version 2, service capabilities add-on",1,User,16,USD,Month,2501,Infinite
8015477,"SAP Commerce Cloud, composable edition, orders","50,000",Order,"7,294.00",USD,Month,1,9
8015477,"SAP Commerce Cloud, composable edition, orders","50,000",Order,"4,086.00",USD,Month,10,19
8015477,"SAP Commerce Cloud, composable edition, orders","50,000",Order,"2,918.00",USD,Month,20,39
8015477,"SAP Commerce Cloud, composable edition, orders","50,000",Order,"2,480.00",USD,Month,40,99
8015477,"SAP Commerce Cloud, composable edition, orders","50,000",Order,"1,663.00",USD,Month,100,Infinite
8015478,"SAP Commerce Cloud, search add-on",1,% of Net Recurring Fee,37.5,%,Year,1,Infinite
8015484,"SAP Commerce Cloud, premier edition, GMV",1,Gross Merchandise Value,3.07,%,Year,1.11,31043600
8015484,"SAP Commerce Cloud, premier edition, GMV",1,Gross Merchandise Value,2.11,%,Year,31043601,75391600
8015484,"SAP Commerce Cloud, premier edition, GMV",1,Gross Merchandise Value,1.67,%,Year,75391601,153000600
8015484,"SAP Commerce Cloud, premier edition, GMV",1,Gross Merchandise Value,1.41,%,Year,153000601,319305600
8015484,"SAP Commerce Cloud, premier edition, GMV",1,Gross Merchandise Value,1.19,%,Year,319305601,Infinite
8015492,"SAP Commerce Cloud, premier edition, orders, access","50,000",Order,"47,771.00",USD,Month,1,Infinite
8015493,"SAP Commerce Cloud, composable edition, GMV, access","1,33,04,400",Gross Merchandise Value,"3,50,116.00",USD,Year,1,Infinite
8015507,"SAP Commerce Cloud, composable edition, GMV",1,Gross Merchandise Value,2.32,%,Year,1.11,31043600
8015507,"SAP Commerce Cloud, composable edition, GMV",1,Gross Merchandise Value,1.68,%,Year,31043601,75391600
8015507,"SAP Commerce Cloud, composable edition, GMV",1,Gross Merchandise Value,1.3,%,Year,75391601,153000600
8015507,"SAP Commerce Cloud, composable edition, GMV",1,Gross Merchandise Value,1.08,%,Year,153000601,319305600
8015507,"SAP Commerce Cloud, composable edition, GMV",1,Gross Merchandise Value,0.95,%,Year,319305601,Infinite
8015508,"SAP Commerce Cloud, premier edition, orders","50,000",Order,"9,391.00",USD,Month,1,9
8015508,"SAP Commerce Cloud, premier edition, orders","50,000",Order,"5,100.00",USD,Month,10,19
8015508,"SAP Commerce Cloud, premier edition, orders","50,000",Order,"3,833.00",USD,Month,20,39
8015508,"SAP Commerce Cloud, premier edition, orders","50,000",Order,"3,104.00",USD,Month,40,99
8015508,"SAP Commerce Cloud, premier edition, orders","50,000",Order,"2,301.00",USD,Month,100,Infinite
8015513,"SAP Emarsys Customer Engagement, mobile app marketing option","1,00,000",Active User,"1,326.00",USD,Month,1,9
8015513,"SAP Emarsys Customer Engagement, mobile app marketing option","1,00,000",Active User,"1,233.00",USD,Month,10,19
8015513,"SAP Emarsys Customer Engagement, mobile app marketing option","1,00,000",Active User,"1,126.00",USD,Month,20,49
8015513,"SAP Emarsys Customer Engagement, mobile app marketing option","1,00,000",Active User,928,USD,Month,50,99
8015513,"SAP Emarsys Customer Engagement, mobile app marketing option","1,00,000",Active User,835,USD,Month,100,199
8015513,"SAP Emarsys Customer Engagement, mobile app marketing option","1,00,000",Active User,793,USD,Month,200,Infinite
8015561,"SAP Service Cloud Version 2, sales capabilities add-on",1,User,44,USD,Month,1,100
8015561,"SAP Service Cloud Version 2, sales capabilities add-on",1,User,41,USD,Month,101,250
8015561,"SAP Service Cloud Version 2, sales capabilities add-on",1,User,39,USD,Month,251,1000
8015561,"SAP Service Cloud Version 2, sales capabilities add-on",1,User,35,USD,Month,1001,2500
8015561,"SAP Service Cloud Version 2, sales capabilities add-on",1,User,33,USD,Month,2501,Infinite
8016118,intelligent selling services for SAP Commerce Cloud,"50,00,000",API Call,"2,772.00",USD,Month,1,10
8016118,intelligent selling services for SAP Commerce Cloud,"50,00,000",API Call,"2,356.00",USD,Month,11,20
8016118,intelligent selling services for SAP Commerce Cloud,"50,00,000",API Call,"2,079.00",USD,Month,21,35
8016118,intelligent selling services for SAP Commerce Cloud,"50,00,000",API Call,"1,774.00",USD,Month,36,Infinite
8017083,"SAP Emarsys Customer Engagement, development account",1,Tenant,767,USD,Month,1,Infinite
8017122,"SAP Commerce Cloud, code replication data center",1,Tenant,"25,777.00",USD,Month,1,Infinite
8017283,"SAP Emarsys Customer Engagement, additional mobile wallet passes?","1,00,000",Record,"11,087.00",USD,Month,1,Infinite
8017354,"SAP Sales Cloud and SAP Service Cloud Version 2, limited use",1,User,15,USD,Month,1,Infinite
8017592,SAP CX AI Toolkit,1,Tenant,"5,100.00",USD,Month,1,Infinite
8017941,"SAP Commerce Cloud, scalability add-on",1,Entitlements Package,"9,921.00",USD,Month,1,Infinite
8018083,"SAP Commerce Cloud, scalable sandbox",1,Tenant,"4,989.00",USD,Month,1,Infinite
8018086,"SAP Customer Data Platform, advanced insights",1,Capacity Unit,577,USD,Month,1,Infinite
8018120,"SAP Emarsys Customer Engagement, utilities accelerator","1,00,000",Contact,499,USD,Month,1,9
8018120,"SAP Emarsys Customer Engagement, utilities accelerator","1,00,000",Contact,439,USD,Month,10,19
8018120,"SAP Emarsys Customer Engagement, utilities accelerator","1,00,000",Contact,329,USD,Month,20,49
8018120,"SAP Emarsys Customer Engagement, utilities accelerator","1,00,000",Contact,246,USD,Month,50,99
8018120,"SAP Emarsys Customer Engagement, utilities accelerator","1,00,000",Contact,185,USD,Month,100,199
8018120,"SAP Emarsys Customer Engagement, utilities accelerator","1,00,000",Contact,151,USD,Month,200,Infinite
8018127,"SAP Customer Identity and Access Management for B2C Core, consent option","10,000",Active User,269,USD,Month,1,19
8018127,"SAP Customer Identity and Access Management for B2C Core, consent option","10,000",Active User,200,USD,Month,20,49
8018127,"SAP Customer Identity and Access Management for B2C Core, consent option","10,000",Active User,175,USD,Month,50,99
8018127,"SAP Customer Identity and Access Management for B2C Core, consent option","10,000",Active User,169,USD,Month,100,149
8018127,"SAP Customer Identity and Access Management for B2C Core, consent option","10,000",Active User,159,USD,Month,150,299
8018127,"SAP Customer Identity and Access Management for B2C Core, consent option","10,000",Active User,153,USD,Month,300,Infinite
8018153,"SAP Commerce Cloud, consumption credits",1,Capacity Unit,2.49,USD,Year,1,Infinite
8018193,SAP Customer Identity and Access Management for B2C Core,"10,000",Active User,317,USD,Month,1,19
8018193,SAP Customer Identity and Access Management for B2C Core,"10,000",Active User,244,USD,Month,20,49
8018193,SAP Customer Identity and Access Management for B2C Core,"10,000",Active User,222,USD,Month,50,99
8018193,SAP Customer Identity and Access Management for B2C Core,"10,000",Active User,213,USD,Month,100,149
8018193,SAP Customer Identity and Access Management for B2C Core,"10,000",Active User,206,USD,Month,150,299
8018193,SAP Customer Identity and Access Management for B2C Core,"10,000",Active User,200,USD,Month,300,Infinite
8018194,"SAP Customer Identity and Access Management for B2C Core, enhanced option","10,000",Active User,476,USD,Month,1,19
8018194,"SAP Customer Identity and Access Management for B2C Core, enhanced option","10,000",Active User,288,USD,Month,20,49
8018194,"SAP Customer Identity and Access Management for B2C Core, enhanced option","10,000",Active User,225,USD,Month,50,99
8018194,"SAP Customer Identity and Access Management for B2C Core, enhanced option","10,000",Active User,216,USD,Month,100,149
8018194,"SAP Customer Identity and Access Management for B2C Core, enhanced option","10,000",Active User,210,USD,Month,150,299
8018194,"SAP Customer Identity and Access Management for B2C Core, enhanced option","10,000",Active User,203,USD,Month,300,Infinite
8018742,"SAP Enterprise Service Management, test tenant",1,Tenant,"1,591.00",USD,Month,1,Infinite
8018799,SAP Enterprise Service Management,"1,000",Transaction,103,USD,Month,1,100
8018799,SAP Enterprise Service Management,"1,000",Transaction,98,USD,Month,101,250
8018799,SAP Enterprise Service Management,"1,000",Transaction,92,USD,Month,251,1000
8018799,SAP Enterprise Service Management,"1,000",Transaction,86,USD,Month,1001,2500
8018799,SAP Enterprise Service Management,"1,000",Transaction,81,USD,Month,2501,Infinite
***,Cloud - Digital Supply Chain,,,,,,,
8008006,"SAP Integrated Business Planning, additional test tenant",1,Tenant,"4,310.00",USD,Month,1,Infinite
8008007,"SAP Integrated Business Planning, additional test tenant HANA upgrade",256,Gigabyte,"1,269.00",USD,Month,1,Infinite
8008019,SAP Business Network Freight Collaboration,"10,000",Document,"1,340.00",USD,Month,1,10
8008019,SAP Business Network Freight Collaboration,"10,000",Document,661,USD,Month,11,50
8008019,SAP Business Network Freight Collaboration,"10,000",Document,326,USD,Month,51,200
8008019,SAP Business Network Freight Collaboration,"10,000",Document,245,USD,Month,201,400
8008019,SAP Business Network Freight Collaboration,"10,000",Document,196,USD,Month,401,1000
8008019,SAP Business Network Freight Collaboration,"10,000",Document,171,USD,Month,1001,4000
8008019,SAP Business Network Freight Collaboration,"10,000",Document,148,USD,Month,4001,Infinite
8008021,SAP Business Network Material Traceability,"10,000",Document,854,USD,Month,1,10
8008021,SAP Business Network Material Traceability,"10,000",Document,533,USD,Month,11,50
8008021,SAP Business Network Material Traceability,"10,000",Document,366,USD,Month,51,100
8008021,SAP Business Network Material Traceability,"10,000",Document,289,USD,Month,101,200
8008021,SAP Business Network Material Traceability,"10,000",Document,230,USD,Month,201,300
8008021,SAP Business Network Material Traceability,"10,000",Document,179,USD,Month,301,500
8008021,SAP Business Network Material Traceability,"10,000",Document,130,USD,Month,501,1000
8008021,SAP Business Network Material Traceability,"10,000",Document,79,USD,Month,1001,2500
8008021,SAP Business Network Material Traceability,"10,000",Document,37,USD,Month,2501,5000
8008021,SAP Business Network Material Traceability,"10,000",Document,27,USD,Month,5001,Infinite
8008022,"SAP Business Network Material Traceability, participant option","10,000",Document,467,USD,Month,1,10
8008022,"SAP Business Network Material Traceability, participant option","10,000",Document,344,USD,Month,11,50
8008022,"SAP Business Network Material Traceability, participant option","10,000",Document,276,USD,Month,51,Infinite
8008229,"SAP Field Service Management, test tenant",1,Tenant,"2,027.00",USD,Month,1,Infinite
8008874,SAP Business Network Global Track and Trace,"10,000",Document,"1,275.00",USD,Month,1,10
8008874,SAP Business Network Global Track and Trace,"10,000",Document,667,USD,Month,11,50
8008874,SAP Business Network Global Track and Trace,"10,000",Document,323,USD,Month,51,200
8008874,SAP Business Network Global Track and Trace,"10,000",Document,226,USD,Month,201,400
8008874,SAP Business Network Global Track and Trace,"10,000",Document,130,USD,Month,401,1000
8008874,SAP Business Network Global Track and Trace,"10,000",Document,106,USD,Month,1001,4000
8008874,SAP Business Network Global Track and Trace,"10,000",Document,92,USD,Month,4001,Infinite
8008875,"SAP Business Network, shipper test tenant",1,Tenant,"3,884.00",USD,Month,1,Infinite
8010809,"SAP Work Clearance Management for SAP ERP, private cloud edition","80,000",Resource,"3,578.00",USD,Month,1,3
